County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,682,20,15,0,2020-07-18,2020,7,18,12,1,0,0,8.33333333333333,2772
Adams,348,12,8,0,2020-07-18,2020,7,18,2,0,0,0,0,2771
Allamakee,1704,139,120,4,2020-07-18,2020,7,18,17,0,0,0,0,2770
Appanoose,1108,33,18,3,2020-07-18,2020,7,18,20,0,0,0,0,2769
Audubon,570,19,15,1,2020-07-18,2020,7,18,8,0,0,0,0,2768
Benton,2568,88,69,1,2020-07-18,2020,7,18,20,1,0,0,5,2767
Black Hawk,20195,2656,1930,60,2020-07-18,2020,7,18,171,6,8,0,3.50877192982456,2766
Boone,3280,181,128,1,2020-07-18,2020,7,18,51,3,2,0,5.88235294117647,2765
Bremer,2860,134,79,7,2020-07-18,2020,7,18,31,3,0,0,9.67741935483871,2764
Buchanan,2360,71,42,1,2020-07-18,2020,7,18,19,2,0,0,10.5263157894737,2763
Buena Vista,7449,1750,1661,12,2020-07-18,2020,7,18,16,0,2,0,0,2762
Butler,1842,80,63,2,2020-07-18,2020,7,18,28,0,4,0,0,2761
Calhoun,1348,68,53,2,2020-07-18,2020,7,18,6,0,0,0,0,2760
Carroll,2511,127,113,1,2020-07-18,2020,7,18,16,0,1,0,0,2759
Cass,1053,29,25,0,2020-07-18,2020,7,18,8,0,0,0,0,2758
Cedar,2024,103,71,1,2020-07-18,2020,7,18,14,0,0,0,0,2757
Cerro Gordo,6096,419,101,12,2020-07-18,2020,7,18,219,24,1,0,10.958904109589,2756
Cherokee,1472,87,74,1,2020-07-18,2020,7,18,21,0,1,0,0,2755
Chickasaw,1314,37,32,0,2020-07-18,2020,7,18,16,2,0,0,12.5,2754
Clarke,1237,152,121,3,2020-07-18,2020,7,18,13,0,0,0,0,2753
Clay,2173,158,108,1,2020-07-18,2020,7,18,19,3,1,0,15.7894736842105,2752
Clayton,1790,55,42,3,2020-07-18,2020,7,18,23,1,0,0,4.34782608695652,2751
Clinton,4207,168,76,1,2020-07-18,2020,7,18,90,10,1,0,11.1111111111111,2750
Crawford,3233,686,645,3,2020-07-18,2020,7,18,9,0,1,0,0,2749
Dallas,13486,1526,1101,33,2020-07-18,2020,7,18,315,22,3,0,6.98412698412698,2748
Davis,679,44,36,1,2020-07-18,2020,7,18,7,0,0,0,0,2747
Decatur,505,15,11,0,2020-07-18,2020,7,18,5,0,0,0,0,2746
Delaware,1714,62,56,1,2020-07-18,2020,7,18,29,0,2,0,0,2745
Des Moines,3391,114,83,2,2020-07-18,2020,7,18,47,2,0,0,4.25531914893617,2744
Dickinson,3237,328,220,3,2020-07-18,2020,7,18,45,5,6,0,11.1111111111111,2743
Dubuque,17004,1164,466,23,2020-07-18,2020,7,18,257,28,12,0,10.8949416342412,2742
Emmet,1207,112,70,0,2020-07-18,2020,7,18,21,2,1,0,9.52380952380952,2741
Fayette,2214,63,31,0,2020-07-18,2020,7,18,19,0,0,0,0,2740
Floyd,2136,91,66,2,2020-07-18,2020,7,18,29,1,0,0,3.44827586206897,2739
Franklin,1421,129,70,0,2020-07-18,2020,7,18,9,0,1,0,0,2738
Fremont,501,13,6,0,2020-07-18,2020,7,18,16,0,0,0,0,2737
